Produto,Categoria,Preço Unitário (R$),Quantidade Vendida,Total de Vendas (R$),Data da Venda
Brinquedos List,Brinquedos,4055.2,9,36496.8,2024-06-09
Eletrônicos Room,Eletrônicos,1636.09,5,8180.45,2024-10-22
Móveis Popular,Móveis,4652.86,5,23264.3,2024-05-28
Eletrodomésticos International,Eletrodomésticos,1761.75,11,19379.25,2024-05-30
Móveis Pick,Móveis,4543.44,16,72695.04,2024-11-24
Eletrônicos Provide,Eletrônicos,680.73,3,2042.19,2024-05-30
Brinquedos Everybody,Brinquedos,3497.74,18,62959.32,2024-03-08
Eletrodomésticos Perform,Eletrodomésticos,1530.18,19,29073.42,2024-07-28
Vestuário Activity,Vestuário,1328.27,1,1328.27,2024-10-15
Eletrônicos Rather,Eletrônicos,4701.39,7,32909.73,2024-06-12
Brinquedos Hand,Brinquedos,3590.75,6,21544.5,2024-03-31
Móveis Forget,Móveis,3835.69,14,53699.66,2024-01-10
Eletrodomésticos Before,Eletrodomésticos,3973.12,4,15892.48,2024-01-03
Eletrônicos Evidence,Eletrônicos,646.32,19,12280.08,2024-09-09
Eletrodomésticos With,Eletrodomésticos,3031.69,6,18190.14,2024-05-21
Brinquedos Individual,Brinquedos,497.93,4,1991.72,2024-09-24
Móveis Budget,Móveis,3635.1,10,36351.0,2024-05-25
Eletrodomésticos High,Eletrodomésticos,4741.08,17,80598.36,2024-09-30
Brinquedos Left,Brinquedos,1138.86,4,4555.44,2024-08-02
Móveis Boy,Móveis,2488.0,14,34832.0,2024-10-27
Eletrônicos Reality,Eletrônicos,3063.93,12,36767.16,2024-05-29
Eletrônicos Enjoy,Eletrônicos,1315.16,2,2630.32,2024-10-22
Eletrônicos Cell,Eletrônicos,1613.95,11,17753.45,2024-02-20
Móveis Available,Móveis,303.77,2,607.54,2024-09-22
Vestuário Form,Vestuário,1949.51,4,7798.04,2024-10-15
Brinquedos Throw,Brinquedos,1532.39,15,22985.85,2024-08-19
Vestuário Staff,Vestuário,4207.74,18,75739.32,2024-01-21
Eletrodomésticos Enter,Eletrodomésticos,1793.72,16,28699.52,2024-06-18
Brinquedos Season,Brinquedos,990.23,17,16833.91,2024-01-04
Brinquedos Morning,Brinquedos,572.57,18,10306.26,2024-11-16
Eletrodomésticos Half,Eletrodomésticos,4306.71,1,4306.71,2024-01-16
Eletrônicos Not,Eletrônicos,1616.81,3,4850.43,2024-06-25
Brinquedos Without,Brinquedos,3120.05,18,56160.9,2024-04-22
Móveis Data,Móveis,1799.35,2,3598.7,2024-01-02
Vestuário Tend,Vestuário,4950.43,18,89107.74,2024-04-08
Vestuário Address,Vestuário,885.85,5,4429.25,2024-10-06
Eletrodomésticos Specific,Eletrodomésticos,2313.88,11,25452.68,2024-01-06
Eletrônicos Keep,Eletrônicos,2238.45,10,22384.5,2024-11-18
Vestuário Finally,Vestuário,2810.55,19,53400.45,2024-09-30
Eletrodomésticos Onto,Eletrodomésticos,4482.9,10,44829.0,2024-05-07
Eletrônicos Tree,Eletrônicos,4169.43,12,50033.16,2024-04-12
Vestuário Year,Vestuário,1784.46,16,28551.36,2024-06-25
Vestuário Away,Vestuário,1512.68,2,3025.36,2024-01-11
Vestuário Yes,Vestuário,1935.31,15,29029.65,2024-02-12
Móveis List,Móveis,2026.51,9,18238.59,2024-02-18
Eletrodomésticos Energy,Eletrodomésticos,420.29,12,5043.48,2024-05-08
Brinquedos Set,Brinquedos,4932.8,9,44395.2,2024-01-19
Eletrodomésticos Of,Eletrodomésticos,427.74,6,2566.44,2024-10-18
Móveis Get,Móveis,4352.91,14,60940.74,2024-04-09
Móveis Commercial,Móveis,1169.75,8,9358.0,2024-06-14
Vestuário Since,Vestuário,304.38,19,5783.22,2024-01-21
Eletrônicos Recent,Eletrônicos,2275.84,20,45516.8,2024-09-03
Brinquedos Significant,Brinquedos,3245.91,15,48688.65,2024-05-09
Eletrodomésticos Address,Eletrodomésticos,1127.78,8,9022.24,2024-08-20
Vestuário My,Vestuário,729.22,7,5104.54,2024-09-15
Brinquedos Push,Brinquedos,127.69,20,2553.8,2024-07-05
Móveis Plan,Móveis,4659.58,15,69893.7,2024-06-01
Vestuário Arrive,Vestuário,3937.21,15,59058.15,2024-01-12
Móveis Page,Móveis,3867.49,13,50277.37,2024-06-29
Móveis Recognize,Móveis,4334.87,14,60688.18,2024-07-22
Brinquedos Line,Brinquedos,1257.09,8,10056.72,2024-08-12
Móveis Agent,Móveis,4549.86,16,72797.76,2024-02-01
Vestuário Individual,Vestuário,3829.01,6,22974.06,2024-01-03
Eletrodomésticos Trial,Eletrodomésticos,4562.96,9,41066.64,2024-02-19
Eletrodomésticos Author,Eletrodomésticos,4011.37,3,12034.11,2024-08-05
Móveis Stuff,Móveis,3925.91,20,78518.2,2024-11-18
Móveis Ready,Móveis,537.54,1,537.54,2024-07-07
Vestuário Would,Vestuário,470.93,5,2354.65,2024-04-15
Eletrônicos Create,Eletrônicos,1495.36,3,4486.08,2024-07-28
Móveis Business,Móveis,1823.74,19,34651.06,2024-04-20
Vestuário Two,Vestuário,3070.53,19,58340.07,2024-06-22
Eletrônicos American,Eletrônicos,1787.64,7,12513.48,2024-11-05
Eletrônicos Serve,Eletrônicos,911.81,12,10941.72,2024-08-12
Eletrônicos Traditional,Eletrônicos,945.59,17,16075.03,2024-11-12
Vestuário Cut,Vestuário,1482.98,2,2965.96,2024-02-26
Eletrônicos Machine,Eletrônicos,1474.06,14,20636.84,2024-04-03
Vestuário Determine,Vestuário,3083.74,15,46256.1,2024-11-09
Brinquedos Under,Brinquedos,180.29,4,721.16,2024-10-27
Vestuário None,Vestuário,1449.59,17,24643.03,2024-11-01
Eletrodomésticos Good,Eletrodomésticos,3542.72,16,56683.52,2024-01-22
Brinquedos Bag,Brinquedos,2331.28,11,25644.08,2024-11-03
Vestuário Glass,Vestuário,3579.17,7,25054.19,2024-05-22
Eletrodomésticos Attention,Eletrodomésticos,1538.82,17,26159.94,2024-11-08
Móveis Word,Móveis,1477.52,5,7387.6,2024-08-16
Eletrônicos Relate,Eletrônicos,1892.47,4,7569.88,2024-10-10
Eletrodomésticos Game,Eletrodomésticos,4860.41,18,87487.38,2024-01-30
Eletrodomésticos Somebody,Eletrodomésticos,4334.52,6,26007.12,2024-11-07
Eletrônicos Light,Eletrônicos,2146.76,13,27907.88,2024-05-30
Vestuário Energy,Vestuário,3481.67,17,59188.39,2024-04-01
Eletrônicos Bag,Eletrônicos,200.15,6,1200.9,2024-03-13
Vestuário Remember,Vestuário,3164.77,4,12659.08,2024-04-27
Móveis Responsibility,Móveis,1407.03,14,19698.42,2024-10-01
Móveis Game,Móveis,3276.06,1,3276.06,2024-03-30
Brinquedos Discover,Brinquedos,575.22,3,1725.66,2024-11-15
Eletrodomésticos Have,Eletrodomésticos,3272.14,5,16360.7,2024-10-04
Vestuário Third,Vestuário,165.77,13,2155.01,2024-02-09
Eletrodomésticos Summer,Eletrodomésticos,1795.76,20,35915.2,2024-03-17
Móveis Middle,Móveis,3764.89,15,56473.35,2024-08-09
Móveis Tough,Móveis,195.32,8,1562.56,2024-08-18
Vestuário Congress,Vestuário,2852.27,4,11409.08,2024-11-04
Eletrônicos Science,Eletrônicos,932.76,8,7462.08,2024-10-18
Vestuário Program,Vestuário,1456.33,2,2912.66,2024-03-24
Eletrodomésticos Notice,Eletrodomésticos,1842.62,17,31324.54,2024-11-08
Brinquedos Cup,Brinquedos,4737.85,15,71067.75,2024-02-09
Vestuário Analysis,Vestuário,768.33,18,13829.94,2024-08-19
Vestuário Foreign,Vestuário,4043.93,3,12131.79,2024-11-24
Brinquedos Board,Brinquedos,4111.42,5,20557.1,2024-01-31
Eletrônicos Various,Eletrônicos,599.41,6,3596.46,2024-05-10
Eletrodomésticos Raise,Eletrodomésticos,3491.97,17,59363.49,2024-08-04
Brinquedos Would,Brinquedos,3780.82,18,68054.76,2024-03-07
Brinquedos I,Brinquedos,4010.45,14,56146.3,2024-06-11
Vestuário Know,Vestuário,1571.97,17,26723.49,2024-01-11
Eletrodomésticos Inside,Eletrodomésticos,2183.49,2,4366.98,2024-04-10
Eletrônicos View,Eletrônicos,3752.78,18,67550.04,2024-05-14
Eletrônicos Feeling,Eletrônicos,1159.86,7,8119.02,2024-09-07
Eletrodomésticos Own,Eletrodomésticos,4460.25,19,84744.75,2024-08-09
Eletrônicos Force,Eletrônicos,4998.83,7,34991.81,2024-06-21
Móveis Back,Móveis,4985.23,9,44867.07,2024-09-04
Vestuário Pressure,Vestuário,879.17,8,7033.36,2024-03-30
Vestuário Pass,Vestuário,3268.48,13,42490.24,2024-05-03
Eletrônicos Make,Eletrônicos,1508.17,6,9049.02,2024-11-08
Móveis Despite,Móveis,412.03,18,7416.54,2024-01-12
Vestuário Tend,Vestuário,1950.59,11,21456.49,2024-04-02
Brinquedos Attention,Brinquedos,2633.8,14,36873.2,2024-03-27
Móveis Little,Móveis,1011.7,5,5058.5,2024-01-06
Eletrônicos Away,Eletrônicos,1102.82,11,12131.02,2024-07-03
Brinquedos Occur,Brinquedos,834.04,5,4170.2,2024-05-30
Brinquedos Case,Brinquedos,2761.44,18,49705.92,2024-01-09
Vestuário Attack,Vestuário,2826.76,7,19787.32,2024-01-26
Brinquedos Opportunity,Brinquedos,1169.17,17,19875.89,2024-08-25
Brinquedos Staff,Brinquedos,4159.96,19,79039.24,2024-01-25
Móveis Finish,Móveis,1872.37,7,13106.59,2024-04-09
Brinquedos Food,Brinquedos,4273.79,19,81202.01,2024-01-02
Vestuário Though,Vestuário,518.91,12,6226.92,2024-05-13
Brinquedos Movement,Brinquedos,551.11,8,4408.88,2024-06-10
Móveis Public,Móveis,3372.53,5,16862.65,2024-01-15
Eletrodomésticos Eye,Eletrodomésticos,2120.66,14,29689.24,2024-03-29
Móveis Customer,Móveis,1254.68,10,12546.8,2024-09-11
Brinquedos Maybe,Brinquedos,4774.18,14,66838.52,2024-05-16
Eletrônicos Value,Eletrônicos,2118.97,14,29665.58,2024-10-07
Vestuário Wait,Vestuário,799.11,16,12785.76,2024-06-25
Eletrodomésticos Congress,Eletrodomésticos,1964.64,11,21611.04,2024-01-01
Móveis Coach,Móveis,4051.3,4,16205.2,2024-10-11
Eletrônicos Animal,Eletrônicos,4968.47,19,94400.93,2024-09-04
Eletrodomésticos Pm,Eletrodomésticos,1174.94,13,15274.22,2024-07-09
Vestuário Throughout,Vestuário,2154.48,17,36626.16,2024-07-09
Brinquedos Coach,Brinquedos,3725.07,6,22350.42,2024-11-23
Eletrônicos Focus,Eletrônicos,1515.55,12,18186.6,2024-04-04
Brinquedos Ask,Brinquedos,4369.36,4,17477.44,2024-01-22
Vestuário Individual,Vestuário,3081.08,11,33891.88,2024-06-13
Móveis Sort,Móveis,120.5,9,1084.5,2024-08-19
Móveis Himself,Móveis,4461.87,10,44618.7,2024-07-13
Vestuário Serve,Vestuário,2330.7,11,25637.7,2024-04-14
Móveis Dream,Móveis,2103.85,15,31557.75,2024-06-12
Vestuário Hear,Vestuário,4610.69,19,87603.11,2024-06-15
Vestuário Authority,Vestuário,2757.06,8,22056.48,2024-05-27
Brinquedos During,Brinquedos,2744.32,3,8232.96,2024-03-14
Eletrodomésticos Already,Eletrodomésticos,4589.72,16,73435.52,2024-09-18
Eletrônicos Democrat,Eletrônicos,2655.23,19,50449.37,2024-09-26
Eletrodomésticos Baby,Eletrodomésticos,3682.94,8,29463.52,2024-04-30
Eletrônicos Hold,Eletrônicos,3420.36,4,13681.44,2024-03-04
Eletrodomésticos According,Eletrodomésticos,1446.01,11,15906.11,2024-01-01
Vestuário Happen,Vestuário,2345.62,3,7036.86,2024-10-30
Móveis Notice,Móveis,2438.05,16,39008.8,2024-02-13
Eletrodomésticos Drug,Eletrodomésticos,4886.36,16,78181.76,2024-02-02
Vestuário Method,Vestuário,415.47,1,415.47,2024-06-09
Eletrônicos Oil,Eletrônicos,2745.26,3,8235.78,2024-04-08
Móveis Official,Móveis,4357.22,9,39214.98,2024-03-10
Eletrodomésticos If,Eletrodomésticos,2381.2,12,28574.4,2024-11-19
Vestuário Plant,Vestuário,4434.47,14,62082.58,2024-07-16
Móveis Scientist,Móveis,1506.39,12,18076.68,2024-10-09
Brinquedos Animal,Brinquedos,650.54,8,5204.32,2024-02-05
Vestuário Between,Vestuário,3389.2,12,40670.4,2024-07-11
Eletrônicos Image,Eletrônicos,3642.22,12,43706.64,2024-08-01
Eletrônicos Idea,Eletrônicos,1425.48,14,19956.72,2024-06-01
Brinquedos Position,Brinquedos,2571.98,7,18003.86,2024-11-25
Eletrodomésticos Campaign,Eletrodomésticos,4137.61,12,49651.32,2024-01-29
Móveis Way,Móveis,2319.34,15,34790.1,2024-06-16
Eletrônicos Small,Eletrônicos,3262.84,10,32628.4,2024-05-23
Eletrônicos Paper,Eletrônicos,1762.14,16,28194.24,2024-03-28
Eletrônicos After,Eletrônicos,853.13,15,12796.95,2024-06-09
Móveis Fall,Móveis,2539.26,14,35549.64,2024-11-05
Eletrônicos Similar,Eletrônicos,50.84,3,152.52,2024-08-31
Móveis Weight,Móveis,3838.66,17,65257.22,2024-10-31
Brinquedos Health,Brinquedos,4769.99,3,14309.97,2024-07-06
Vestuário Close,Vestuário,3718.12,15,55771.8,2024-10-11
Eletrodomésticos Table,Eletrodomésticos,4081.58,20,81631.6,2024-09-25
Vestuário Debate,Vestuário,867.73,11,9545.03,2024-09-29
Vestuário Look,Vestuário,1599.35,8,12794.8,2024-04-09
Brinquedos Perform,Brinquedos,2119.38,14,29671.32,2024-05-11
Eletrônicos Again,Eletrônicos,1163.84,14,16293.76,2024-04-23
Brinquedos Share,Brinquedos,4819.24,14,67469.36,2024-04-20
Móveis Whether,Móveis,3205.73,7,22440.11,2024-08-01
Móveis Occur,Móveis,1102.2,17,18737.4,2024-08-18
Eletrodomésticos Exist,Eletrodomésticos,1124.3,12,13491.6,2024-09-19
Móveis I,Móveis,3585.21,10,35852.1,2024-05-25
Brinquedos Benefit,Brinquedos,3727.92,9,33551.28,2024-05-23
Vestuário Take,Vestuário,2545.14,6,15270.84,2024-11-23
Eletrônicos Matter,Eletrônicos,4087.26,11,44959.86,2024-06-20
Vestuário Financial,Vestuário,1319.09,1,1319.09,2024-07-03
Eletrônicos Information,Eletrônicos,2764.42,9,24879.78,2024-06-14
Eletrônicos Consumer,Eletrônicos,1944.45,8,15555.6,2024-08-29
Brinquedos Who,Brinquedos,1562.12,7,10934.84,2024-01-06
Brinquedos Democratic,Brinquedos,1648.0,14,23072.0,2024-02-17
Eletrônicos Above,Eletrônicos,2857.13,5,14285.65,2024-02-05
Vestuário Every,Vestuário,3998.89,5,19994.45,2024-11-02
Eletrodomésticos Mother,Eletrodomésticos,2061.27,7,14428.89,2024-11-05
Eletrodomésticos Expert,Eletrodomésticos,517.38,7,3621.66,2024-04-04
Móveis Keep,Móveis,2612.4,10,26124.0,2024-04-19
Eletrodomésticos Course,Eletrodomésticos,1901.91,12,22822.92,2024-06-05
Vestuário Dream,Vestuário,1758.99,3,5276.97,2024-06-01
Eletrodomésticos Town,Eletrodomésticos,932.43,11,10256.73,2024-08-03
Eletrônicos Administration,Eletrônicos,4580.9,9,41228.1,2024-09-04
Eletrônicos Service,Eletrônicos,2972.46,9,26752.14,2024-06-26
Eletrodomésticos Free,Eletrodomésticos,692.49,3,2077.47,2024-03-19
Brinquedos Cut,Brinquedos,566.83,2,1133.66,2024-01-24
Eletrodomésticos Woman,Eletrodomésticos,958.99,9,8630.91,2024-04-01
Móveis Form,Móveis,3101.39,17,52723.63,2024-01-30
Móveis Sense,Móveis,3864.38,5,19321.9,2024-01-09
Móveis Along,Móveis,1469.11,3,4407.33,2024-10-03
Móveis Believe,Móveis,4140.9,18,74536.2,2024-03-08
Eletrodomésticos Into,Eletrodomésticos,2258.99,10,22589.9,2024-11-07
Eletrônicos Protect,Eletrônicos,4259.83,10,42598.3,2024-05-01
Vestuário After,Vestuário,119.36,16,1909.76,2024-09-19
Móveis Beyond,Móveis,442.49,10,4424.9,2024-08-30
Vestuário Around,Vestuário,693.69,7,4855.83,2024-09-12
Móveis Career,Móveis,3644.2,9,32797.8,2024-07-07
Vestuário Range,Vestuário,3589.23,2,7178.46,2024-02-17
Móveis Painting,Móveis,1488.0,1,1488.0,2024-04-29
Vestuário Painting,Vestuário,1250.42,18,22507.56,2024-09-16
Eletrodomésticos Avoid,Eletrodomésticos,1893.98,2,3787.96,2024-11-09
Vestuário Benefit,Vestuário,3673.63,7,25715.41,2024-02-23
Vestuário Throw,Vestuário,522.96,20,10459.2,2024-09-30
Eletrodomésticos Determine,Eletrodomésticos,156.0,14,2184.0,2024-08-09
Móveis Law,Móveis,1093.71,12,13124.52,2024-07-26
Eletrodomésticos Special,Eletrodomésticos,2940.87,11,32349.57,2024-05-30
Eletrodomésticos Hundred,Eletrodomésticos,1340.6,15,20109.0,2024-10-08
Vestuário Whether,Vestuário,4286.54,8,34292.32,2024-10-06
Móveis Shake,Móveis,966.92,5,4834.6,2024-10-01
Eletrodomésticos Allow,Eletrodomésticos,550.85,2,1101.7,2024-11-07
Eletrônicos We,Eletrônicos,4851.11,7,33957.77,2024-03-28
Eletrodomésticos Operation,Eletrodomésticos,207.7,17,3530.9,2024-10-11
Eletrodomésticos Present,Eletrodomésticos,1676.23,15,25143.45,2024-09-16
Vestuário Carry,Vestuário,1430.41,12,17164.92,2024-07-20
Eletrodomésticos Present,Eletrodomésticos,4142.97,9,37286.73,2024-11-19
Eletrônicos According,Eletrônicos,3838.81,4,15355.24,2024-01-08
Vestuário Performance,Vestuário,2414.32,20,48286.4,2024-03-24
Vestuário Language,Vestuário,3611.53,15,54172.95,2024-04-18
Eletrodomésticos Better,Eletrodomésticos,3456.24,3,10368.72,2024-06-15
Eletrônicos Near,Eletrônicos,800.96,17,13616.32,2024-07-03
Brinquedos Really,Brinquedos,2717.09,10,27170.9,2024-05-18
Vestuário Court,Vestuário,3006.82,13,39088.66,2024-11-25
Eletrodomésticos Member,Eletrodomésticos,4964.97,6,29789.82,2024-03-14
Móveis Close,Móveis,1257.15,13,16342.95,2024-03-29
Eletrônicos Almost,Eletrônicos,1732.6,16,27721.6,2024-05-02
Brinquedos Sort,Brinquedos,1101.38,10,11013.8,2024-11-07
Vestuário Guy,Vestuário,4424.12,16,70785.92,2024-03-31
Móveis System,Móveis,4744.8,2,9489.6,2024-08-19
Vestuário Back,Vestuário,4445.59,9,40010.31,2024-09-15
Vestuário To,Vestuário,4021.09,7,28147.63,2024-01-28
Brinquedos Skin,Brinquedos,1808.56,5,9042.8,2024-11-25
Móveis Election,Móveis,2600.45,4,10401.8,2024-02-28
Vestuário Market,Vestuário,2673.35,4,10693.4,2024-02-07
Brinquedos Far,Brinquedos,266.75,15,4001.25,2024-05-01
Brinquedos However,Brinquedos,2224.15,17,37810.55,2024-09-17
Vestuário Article,Vestuário,2483.37,6,14900.22,2024-02-17
Eletrodomésticos Both,Eletrodomésticos,248.23,11,2730.53,2024-05-18
Vestuário Full,Vestuário,3844.85,16,61517.6,2024-03-19
Vestuário Center,Vestuário,1356.8,13,17638.4,2024-10-22
Móveis Adult,Móveis,714.63,12,8575.56,2024-01-07
Vestuário Level,Vestuário,4666.86,17,79336.62,2024-09-26
Móveis Prevent,Móveis,3860.51,15,57907.65,2024-02-17
Eletrônicos Actually,Eletrônicos,1858.12,19,35304.28,2024-04-09
Brinquedos Film,Brinquedos,963.44,3,2890.32,2024-01-28
Móveis Page,Móveis,1999.36,10,19993.6,2024-01-25
Eletrônicos Respond,Eletrônicos,4922.82,10,49228.2,2024-11-05
Brinquedos Religious,Brinquedos,2695.88,2,5391.76,2024-09-25
Móveis It,Móveis,1377.88,18,24801.84,2024-10-10
Brinquedos Address,Brinquedos,2188.68,10,21886.8,2024-02-07
Eletrodomésticos Security,Eletrodomésticos,2015.91,15,30238.65,2024-09-30
Vestuário Century,Vestuário,1674.38,15,25115.7,2024-04-16
Eletrônicos Despite,Eletrônicos,1431.3,4,5725.2,2024-10-22
Brinquedos Partner,Brinquedos,4664.29,16,74628.64,2024-04-17
Eletrodomésticos Still,Eletrodomésticos,565.67,13,7353.71,2024-09-05
Eletrônicos Design,Eletrônicos,4807.1,14,67299.4,2024-08-29
Eletrodomésticos Ability,Eletrodomésticos,2491.18,2,4982.36,2024-11-05
Brinquedos Soon,Brinquedos,3466.83,18,62402.94,2024-04-09
Eletrodomésticos Actually,Eletrodomésticos,288.9,8,2311.2,2024-09-25
Vestuário Term,Vestuário,1203.43,3,3610.29,2024-05-28
Móveis Activity,Móveis,399.3,16,6388.8,2024-06-07
Vestuário Energy,Vestuário,366.15,17,6224.55,2024-05-27
Móveis Pay,Móveis,3449.73,19,65544.87,2024-05-18
Eletrônicos Reflect,Eletrônicos,2979.51,12,35754.12,2024-10-30
Brinquedos As,Brinquedos,242.1,19,4599.9,2024-09-20
Eletrônicos Talk,Eletrônicos,1269.37,1,1269.37,2024-07-02
Brinquedos Evening,Brinquedos,3156.08,4,12624.32,2024-01-24
Eletrônicos Food,Eletrônicos,954.65,15,14319.75,2024-01-31
Eletrodomésticos Interview,Eletrodomésticos,4852.96,20,97059.2,2024-08-08
Vestuário Success,Vestuário,978.99,11,10768.89,2024-01-29
Eletrônicos Could,Eletrônicos,4343.66,12,52123.92,2024-08-22
Vestuário At,Vestuário,4702.8,19,89353.2,2024-11-19
Móveis Onto,Móveis,2612.87,17,44418.79,2024-05-31
Eletrodomésticos Sing,Eletrodomésticos,4536.91,13,58979.83,2024-07-12
Brinquedos Score,Brinquedos,3837.87,10,38378.7,2024-04-12
Eletrônicos Stage,Eletrônicos,4189.43,17,71220.31,2024-02-06
Móveis Section,Móveis,2234.21,10,22342.1,2024-01-17
Eletrodomésticos True,Eletrodomésticos,1230.16,6,7380.96,2024-08-29
Móveis Get,Móveis,957.98,1,957.98,2024-05-22
Eletrodomésticos Those,Eletrodomésticos,4283.55,2,8567.1,2024-05-22
Eletrodomésticos Would,Eletrodomésticos,970.8,19,18445.2,2024-06-01
Brinquedos Form,Brinquedos,1238.41,19,23529.79,2024-04-30
Vestuário Score,Vestuário,220.84,10,2208.4,2024-06-11
Vestuário General,Vestuário,2021.85,19,38415.15,2024-11-13
Eletrodomésticos Director,Eletrodomésticos,336.92,2,673.84,2024-08-16
Vestuário Hit,Vestuário,4784.25,19,90900.75,2024-10-25
Móveis Appear,Móveis,4206.15,17,71504.55,2024-09-25
Brinquedos Attorney,Brinquedos,3456.98,13,44940.74,2024-09-25
Brinquedos Affect,Brinquedos,4738.98,16,75823.68,2024-09-05
Brinquedos Job,Brinquedos,640.72,1,640.72,2024-06-07
Eletrodomésticos Example,Eletrodomésticos,1695.52,13,22041.76,2024-10-21
Eletrodomésticos Good,Eletrodomésticos,2564.13,5,12820.65,2024-08-21
Brinquedos Be,Brinquedos,820.23,9,7382.07,2024-04-17
Vestuário Particular,Vestuário,4604.02,20,92080.4,2024-05-14
Eletrônicos Beautiful,Eletrônicos,326.23,20,6524.6,2024-06-20
Móveis Front,Móveis,3277.09,17,55710.53,2024-10-17
Eletrônicos Material,Eletrônicos,4516.0,7,31612.0,2024-01-11
Eletrodomésticos Drop,Eletrodomésticos,2398.68,7,16790.76,2024-09-20
Móveis Catch,Móveis,903.08,1,903.08,2024-09-29
Eletrodomésticos Phone,Eletrodomésticos,1890.03,2,3780.06,2024-03-08
Brinquedos Less,Brinquedos,3597.66,6,21585.96,2024-05-29
Eletrônicos Despite,Eletrônicos,2200.72,6,13204.32,2024-04-12
Móveis Republican,Móveis,2156.03,19,40964.57,2024-04-25
Eletrodomésticos Bank,Eletrodomésticos,3232.92,20,64658.4,2024-02-18
Móveis Participant,Móveis,297.63,10,2976.3,2024-06-18
Vestuário Bill,Vestuário,267.95,17,4555.15,2024-04-14
Eletrônicos Many,Eletrônicos,668.26,7,4677.82,2024-11-01
Brinquedos Professor,Brinquedos,1063.69,20,21273.8,2024-03-13
Eletrônicos Serious,Eletrônicos,4602.59,16,73641.44,2024-02-28
Eletrodomésticos Entire,Eletrodomésticos,1445.83,16,23133.28,2024-10-08
Eletrodomésticos Subject,Eletrodomésticos,850.08,20,17001.6,2024-03-20
Brinquedos Property,Brinquedos,2877.27,7,20140.89,2024-06-29
Vestuário Important,Vestuário,4751.14,7,33257.98,2024-06-28
Vestuário Level,Vestuário,119.83,11,1318.13,2024-11-12
Eletrodomésticos Degree,Eletrodomésticos,3333.1,3,9999.3,2024-03-27
Móveis Degree,Móveis,1099.18,19,20884.42,2024-07-27
Vestuário Weight,Vestuário,4347.06,7,30429.42,2024-11-15
Eletrônicos Fly,Eletrônicos,2980.85,2,5961.7,2024-06-13
Brinquedos View,Brinquedos,2210.42,2,4420.84,2024-10-13
Eletrônicos Heart,Eletrônicos,4913.57,1,4913.57,2024-02-29
Eletrônicos Power,Eletrônicos,3950.93,11,43460.23,2024-11-24
Eletrodomésticos Arm,Eletrodomésticos,4945.34,15,74180.1,2024-08-08
